,category,datetime,title,content
116,질문,2021-06-16 00:11:59,"이동평균선은 일봉에서는 일기준, 월봉에서는 월기준인 것인지요...?","안녕하세요..

차트에서 일봉 기준 이동평균선은 5일선, 20일선 등이 나오는데요

월봉에서 나오는 5일선, 20일선은 의미상 5개월선, 10개월선인 것인지요..?"
117,잡담,2021-06-15 23:42:59,실패한 개인 공매도 후기(feat 골프존),"지난번에도 골프존으로 공매도친 걸 기록했었는데 
결국 이번에 모두 정리하였습니다. 
그 과정에 경험담을 한번 기록해 봅니다. 
우선 개인 공매도는 헷지펀드들이 하는 그런 공매도랑은 달리 제약조건이 상당히 많이 있습니다. 

골프존 공매도 경험으로 그 이유를 설명드리겠습니다. 


 일단 저는 공매도도 분할해서 하자 생각을 했습니다. 
그래서 1차로 97천원 가격대에서 공매도를 들어갔습니다. 그전에 6만원에서 9만원까지 급격히 올랐기 
때문에 확실히 오버슈팅으로 봤었죠 
그런데 주가는 계속 오릅니다. 10만원 10.5천원 11만원 저는 계속 공매도를 했습니다. 
속으로 엄청나게 불안하더군요 이거 60일 안에 정리를 하지 않으면 공매도 청산이 된다던데 
하면서 아주 신경이 엄청 쓰였습니다. 
결국 거의 12만원대까지 올라 버립니다. 118천원까지 오르죠 
12만원은 진짜 오버슈팅이다. 분할 공매도 들어간다~~~~ 하고 공매도를 하려는 순간 ~!
공매도 수량이 없어져 버립니다. 저같은 개인투자자나 기관이나 외국인이나 다 12만원 그 부근에서 공매도가 쏟아진거죠
헉 ~ 공매도를 치기 가장 안전빵인 구간에 물량이 사라진겁니다. 
진짜 쳐다만 봐야 하는 상황이 되어 버린거죠 
그런데 갑자기 이상한 일이 벌어집니다. 코스닥150에서 골프존에 편출이 된다는 겁니다. 
엥 ? 전혀 생각지도 못하는 시총도 올라가고 실적도 좋은데 왜 편출이 되는거지 ? 
아마 다른 종목이 더 시총이 상승해서 그러지 않았나 싶습니다. 
결국 6월 1째주인가 부터 공매도 자체를 못하게 되었습니다. 
문제는 118천원 근방에서 안전빵으로 공매도 물량을 엄청나게 싹쓸어간  친 기관들이나 외국인들 때문에 
최고점 이후 공매도는 할수 있지만 공매도를 할 물량이 없어 고점에서 서서히 내려오는 구간에 이익을 내지 못하는 
상황이 온거죠 
이렇게 한달이 지나니 이자률 6%가 얼마나 쎈것인지 알게 되는 사건이 발생합니다. 바로 이자를 그냥 가져갑니다. 
계좌에서 그냥 가져갑니다. 천만원이면 1년이자 60만원 거기에 12를 나눈 5만원이 계좌에서 빠져나가는 거죠 
이게 생각보다 정신적으로 엄청 조급하게 만듭니다. 

코스닥150 편출이 되는 마지막날이 되니까 이상한일이 생깁니다. 
공매도를 친 물량을 가진 기관/외국인들과  코스닥150 ETF들 사이에 블럭딜 같은게 벌어져서 
순식간에  기관/외국인들은 그 많은 물량을 다시 사야하는 숏커버링같은것도 없이 그냥 한번에 퉁쳐버리면서 
수익을 내고 빠져나가고 
저는 계속 들고 있는 상황이 된거죠 
골프존은 사실 지금 굉장히 좋은 분위기에 있는 회사입니다. 골프인구가 엄청 늘어서  구지 골프를 필드에 나갈 필요없이 
스크린만 하는 사람들이 많이 늘고 중국에도 서서히 늘리고 있는 형국이죠 
하방은 막혀있고 상방은 어쩌면 중국에서 골프붐이 불어버리면 진짜 어디까지 올라갈지 모르는 

결국 저도 버티다가 중국쪽 스크린 확대를 한다는 뉴스와 증권사 16만원 제시 리포트에 7월초가 청산일이였지만 
그냥 손실내고 끝내고 말았습니다. 

이번에 공매도를 치면서 알게된 개인 공매도의 제약사항은 
1. 보유한 종목은 공매도를 칠수가 없다. 
2. 매매할때 이자를 때는게 아니라 매월 계산해서 이자를 가져간다. 
3. 현금+보유주식으로 담보를 잡을수 있지만 보유주식만으로는 공매도를 할수 없다. 현금이 있어야 한다. 
4. 공매도를 하기 정말 좋은 구간에는 공매도 물량이 없다. 확률이 낮은 구간에는 있다. 
5. 기관/외국인은 어찌 어찌 물량을 넘길수 있는 여러가지 방법이 있다. 
6. 기관/외국인은 매도를 하지 않고 그냥 물량만 빌려서 보유할수가 있다. 개인은 빌려와서 그냥 가지고 있을수 없다. 
    -> 매도가 곧 빌리는 행위임 
결론은 공매도는 상당히 수수료(이자포함)가 높은 매매이면서 제약이 많아 개인이 돈벌기 정말 어렵다."
118,잡담,2021-06-15 23:33:10,팔렌티어는 장초반 반짝하고 사그라드는군요,"몇번을 장초반에만 반짝하고 쭈욱 내려가는지 모르겠네요
성장주가 간다고 하니 좀 기다려 볼까 하다가도 
매번 장초반 올리고 내리꽂는거 보면...아 팔수있을때(장초반)에 팔아야겠다라는 생각만 드네요 
장투는 정말 어려운거에요 ㅠ"
119,잡담,2021-06-15 23:29:36,이쯤에서 써보는 소설.txt,"6/15 화. FOMC 개최. 투자자들 베일에 가려진 FOMC에서 테이퍼링 이슈의 비중 증가 우려. 소폭 하락
6/16 수 오전. 전일 하락으로 인해, 한층 우려가 깊어진 투자자들 미장 특정 섹터에서 일부 하락하며 시작
6/16 수 오후. FOMC 성명 발표. 인플레이션에 대한 우려?가 생각보다 많이 나오며 미장 큰 폭의 흔들림 발생

6/17 목 ???

=============================================================================

미장이 역사적 고점 위에서 흔들흔들하는 걸 보다보니 따분해서 이런 시덥잖은 소설이나 쓰게 되네요.
그냥 자기 전에 써본 소설이니 너무 신경쓰지 마시기 바랍니다."
120,잡담,2021-06-15 23:14:47,요즘 장 진짜 어렵네요...,"이번주는 성장주 주가 회복하고
왠지 다음주부터는 '성장주-가치주' 홀짝 하면서 매일 혼돈 장 될 것 같은 느낌이 드네요 ㄷㄷ"
121,잡담,2021-06-15 23:10:53,요즘엔 고평가인지 저평가인지 구분하기 참 어렵네요.,"크래프톤보다 심해 보이는 고평가 공모주도 많았던 것 같은데
크래프톤 상장 한다니 갑자기 고평가 논란이 심화되는 것 같네요.

크래프톤이 29조라는데

사실 요즘 카카오는 64조 찍고
미국 테슬라는 조정 받았다지만 아직 600조가 넘고

기업은 다 좋아보이는데
적절한 가치 평가가 정말 어려운 것 같네요. ㅎㅎ"
122,질문,2021-06-15 22:15:24,적립식 투자 리밸런싱에 대해 질문드립니다.,"안녕하세요, 눈팅하다 첫 글을 질문으로 올리게 되었습니다 ( _ _ )

적립식 투자를 이제 막 시작한 주린이 인데요
투자 방법 중 시총 1위 주식을 구매하는 방식에 대해 궁금점이 있어 문의 드립니다.
시총 1위 종목이 변경되어, 리밸런싱을 진행하면 아래와 같은 방식으로 진행하는것이 맞을까요?
1. 현재까지 투자한 (구)시총1위 항목을 전량 매도 후 해당 시점(시총 역전 시점)에 (신규)시총 1위항목을 전량 매수
2. 이후 변경된 항목을 대상으로 적립식 매수 진행"
123,질문,2021-06-15 22:06:02,TPOR(Direxion Daily Transportation Bull 3X Shares)가지고 계신분 있으신가요?,"https://www.clien.net/service/board/cm_stock/15438497CLIEN

작년 10월 1일 올라왔던 글입니다.

작년 말 트럼프행정부 시절 부양책으로 항공/교통분야 20조 지원이라는 뉴스를 보다가

TPOR을 알게되었고 바닥을 치고있던 항공/교통주들이 전망이 좋아 20달러에 매수했는데 생각보다 실적이 너무나 좋네요.

(제 포트폴리오 최대 수익률입니다ㅎㅎ)

백신효과가 전세계적으로 나타나고 미국<->전세계 항공편들이 좀더 활발해지면(항공업계는 내년초까지 회복세를 이어간다고 하니까요)

더 오를 가능성이 있지않을까 싶은데..어떻게 보시나요?"
124,잡담,2021-06-15 22:04:44,크래프톤은 사실 거품이라고 보기는 어렵습니다.,"SKIET를 가지고 비교하시는 분들이 많으신데 
잘못된 비교입니다...

SKIET는 처음 상장할때부터 아싸리 엄청난 고평가 이슈가 있었던 녀석이구요
크래프톤은 영업이익이 지난 몇번간의 '상장대어'들을 통틀어 다 합친 것보다도 큽니다...
카카오뱅크처럼 그저 유명세에 힘입어 거품이 엄청 낀 장외주식과도 비교가 많이 되구요
(카카오뱅크는 적정 공모가를 감안했을 때 따상상상을 가더라도 지금 가격이 안된다는 분석이 있었습니다)

주당가격이 비싼게 흠이긴 하지만
PER도 가장 건전한 수준이구요
심지어 게임업계 비슷한 규모 회사 평균 PER보다 낮은 수준으로 거품이라고 하기는 어렵습니다

따라서 상장된 동일업종의 기업들과 비교하든 기존 '상장 대어'들과 비교하든 여전히 저평가상태라고 할 수도 있습니다

그나마 최근에 이뤄진 상장 중에서
가장 멀쩡한 벨류에이션이기도 하구요...

(동종업계 2020년 3분기까지의 영업이익)
넥슨 영업이익 : 1조 815억
엔씨소프트 영업이익 : 6681억원
넷마블 영업이익 : 1895억원
크래프톤 영업이익 : 6813억원 - 넥슨 다음으로 많은..

크래프톤 '배그 모바일', 전세계 모바일게임 중 매출 랭킹 1위 ... (아주뉴스)
모바일 배그에서 정말 대박을 쳐서 해외 매출이 94%라고 합니다.



아래 유튜버가 크래프톤 긍정론 vs 부정론의 의견을 잘 나누어서 설명하고 있으니 한번 보시는 것도 좋을 것 같아요




아래 영상은 동일한 유튜버의 '거품으로 핫한 비상장주 간단 분석' 관련 영상입니다."
125,질문,2021-06-15 22:00:16,"유,무상 쌍끌이증자","요즘 눈 여겨보는 종목이 하나 있는데요..국도화학

공시가 떴는데 유,무상 쌍끌이증자를 한다고 하네요.

160만주를 주주배정 유상증자 하여 투자/운영자금으로 쓴다고 하고
한달후엔 160만주를 무상증자를 한다고 하네요.
유상증자로 뿔난 주주들 꼬시기 같은데...

간단하게 유상증자는 나쁜 것, 무상증자는 좋은 것...이라고 간단히 알고 있는데
두개를 같이 한다고 하니 판단을 못 하겠습니다.

참고로 유상증자 신주는 57,700원 예상으로 금일 종가보다 약 10,000원 정도가 저렴하네요.

이게 독일까요? 꿀일까요?"
126,잡담,2021-06-15 21:45:00,으째 나스닥 선물 차트가 영..,"간만에 일봉차트 봤더니 단기 상승 사이클이 완성 단계까지 온것처럼 많이 올랐었네요.

차트만 보면 이제 불안불안합니다. 파월이 테이퍼링얘기 하든말든 단기조정으로 들어갈 타임처럼 보여서요.

선옵 동시만기까지라도 상승국면은 유지해줬으면 싶네요"
127,질문,2021-06-15 20:57:05,사업보고서에서 공장의 생산실적이 생산능력을 초과하는 경우는 어떤 경우인가요?,"생산능력은 공장의 100% 능력치 인데

어떤 경우에 생산실적이 생산능력을 넘어가나요?"
128,뉴스,2021-06-15 19:17:07,"'IPO 대어' 크래프톤, 공모주 중복청약 막차 탔다…증권신고서 제출","'IPO 대어' 크래프톤, 공모주 중복청약 막차 탔다…증권신고서 제출
중복청약 막차 탄 IPO 대어, 역대급 증거금 몰릴지 주목6월21일 증권신고서 제출분부터는 공모주 중복청약 금지







(크래프톤 제공) © 뉴스1




게임 '배틀그라운드'로 유명한 크래프톤에 대한 공모주 중복청약이 가능해졌다. 이달 18일까지 증권신고서를 제출하는 예비 상장기업에 대해서만 일반투자자들이 여러 증권사에 공모주를 청약할 수 있는 중복청약이 가능한데, 올해 기업공개(IPO) 시장 대어 중에서는 크래프톤이 공모주 중복청약의 막차를 탄 것으로 보인다.

15일 금융투자업계에 따르면 크래프톤은 이날 오후 금융감독원에 증권신고서를 제출할 예정이다."
129,잡담,2021-06-15 19:07:56,골드만삭스 - 다시 찾아온 성장주의 시대,"안녕하세요.

좋은 글을 봐서 공유합니다.


요즘 금리가 다시 안정을 찾고, 어젠가? 나스닥이 정말 오랜만에 (한 4개월만?) 역사상 신고가를 갱신했죠.

2월 나스닥 조정 이후부터 에너지 & 금융 섹터가 올라오면서 나스닥이 계속 지지부진했고

FATMANG 도 facebook, google, ms 는 괜찮았지만 apple, tesla, netflix, amazon 은 지리하죠.


그러면서 여기저기 전문가들이 에너지 & 금융 섹터도 끝났고 이제 하반기는 다시 성장주가 온다~ 뭐 그런 이야기를 하고 있습니다.

최근에 삼프로에서도 그런 분들이 많이 나와서 하반기에 성장주를 다시 주목해야 한다라는 말을 많이 했죠.


그와 관련하여 골드만삭스가 추천하는 성장주 종목들입니다.

글이 잘 정리되어 있어 참고하시라고 추천해 드립니다.

https://usant.tistory.com/1513

감사합니다."
130,잡담,2021-06-15 17:55:06,ACTC -> PTRA 티커 변경됐네요,"바이든 수혜주라고 올초에 들어갔던 ACTC ㅠㅠ 
    
  평단 21에 70주 물려있는데 
    
  떡상 해주길 바랍니다"
131,잡담,2021-06-15 17:25:40,크래프톤 공모가 밴드가 엄청나네요..,"크래프톤 공모가 밴드 상단 58만8000원...시가총액 29조5787억원이랍니다

ㅎㄷㄷ

이대로라면 역대 최대 공모가 아닙니까? 너무 비싸네요 ㅠ

[단독]""크래프톤 공모가 밴드 상단 58만8000원...시가총액 29조5787억원"" - 머니투데이방송 (mtn.co.kr)"
132,뉴스,2021-06-15 16:22:16,"'7일 간 9조 늘었다'…카카오, 네이버 제치고 '왕좌'","""7일 간 9조 늘었다""…카카오, 네이버 제치고 '왕좌'
자회사 상장 모멘텀과 실적 성장세 주목7거래일 동안 시총 9조원 증가




한경DB

카카오가 네이버(NAVER)를 제치고 인터넷플랫폼 대장주이자 코스피 시가총액 3위 자리에 올라섰다.15일 카카오는 전일 대비 2000원(1.40%) 오른 14만4500원(시총 64조1478억원)에, 네이버는 변동 없는 38만7000원(63조5699억원)에 각각 거래를 마쳤다.종가 기준으로 카카오의 시가총액이 네이버를 앞지른 건 이번이 처음이다. 앞서 전일 장중에는 일시적으로 순위가 뒤바뀐 바 있다. 

(하략)"
133,잡담,2021-06-15 16:08:45,"주기적 상승, 하락을 반복하는 종목 - 후기","이전글..
https://www.clien.net/service/board/cm_stock/16218499CLIEN

이전 주기와 거의 동일하게 5 거래일만에 장대 양봉을 만들었네요.
설정해둔 밴드 상단을 약간 뚫어버렸는데... 
매수 주체가 이전과 달리 오늘은 외인, 기관의 대량 매수 였습니다.

내일쯤 다시 흘러 내리면 매도 할까 하는데... 외인, 기관 매수 유입으로
어떻게 해야 할지 아직 마음 결정을 못내리는 중입니다."
134,잡담,2021-06-15 15:38:11,1월 초에 3천만원 넣은 주린이 반년 투자결과보고,"국내장 9%
삼성전자 89층, LG화학 104층..
다행히 카카오랑 네이버가 폭발해서 다행

미국장 -27%
일론머스크 좀 닥쳐줘.. 850층 주민

합하면 +100만원 쯤 되네요.
1년 예금이자 30만원 보다는 훨씬 넘어서 다행이라고 생각합니다
 우량주만 사서 아무것도 안하고 존버의 결과네요"
135,잡담,2021-06-15 15:37:50,드디어 계좌 양전...,"1월 시작한 주린입니다.
몇번 손절을 하는 바람에 마이너스 300만까지 갔습니다.
며칠전부터 조금씩 올라와서
오늘 종가 기준 0.1% 이익으로 돌아섰습니다.
처음 시작하고 5~10%까지 이익났을땐 시큰둥했었는데
파란색을 한동안 보다 보니 액수에 관계없이 굉장히 기분이 좋네요.."
136,뉴스,2021-06-15 15:35:58,"코스피, 이틀 연속 사상 최고치 경신…개인 2천억 순매수(종합)","코스피, 이틀 연속 사상 최고치 경신…개인 2천억 순매수(종합)
7일 연속 상승한 카카오, 네이버 제치고 시총 3위로


코스피, 최고치 경신…3,258.63 마감
(서울=연합뉴스) 백승렬 기자 = 사진은 이날 명동 하나은행 본점 딜링룸 모습. 2021.6.15 srbaek@yna.co.kr


(서울=연합뉴스) 김태종 기자 = 코스피가 이틀 연속 사상 최고치를 경신했다.

15일 코스피는 전날보다 6.50포인트(0.20%) 오른 3,258.63에 마감했다.

나흘 연속 상승한 코스피는 전날에 종가 기준 사상 최고치를 0.01%포인트 차이로 갈아치운 데 이어 이날 다시 새 기록을 썼다.

다만 이날 장중 고점(3,262.80)은 지난 1월 11일 세운 장중 최고가(3,266.23)에는 미치지 못했다.

코스피는 15~16일(현지시간) 열리는 미국 연방준비제도(연준·Fed)의 연방공개시장위원회(FOMC) 정례회의를 앞둔 관망세 속에서 고점 기록을 갈아치웠다.

이날 유가증권시장 거래대금은 14조4천683억원으로 평소 수준과 크게 다르지 않았다.

개인이 1천979억원어치 순매수하며 지수 상승을 이끌었고, 외국인과 기관이 각각 1천560억원과 429억원어치를 순매도했다.

이경민 대신증권 연구원은 ""코스피는 전날 미국 기술주 강세에 힘입어 장 초반 대형 성장주와 기술주가 오르며 3,262.80선까지 상승했다""며 ""그러나 중국 증시 부진과 외국인 및 기관 순매도세에 상승 폭을 일부 반납하는 모습을 보였다""고 분석했다.

(하략)"
137,잡담,2021-06-15 15:06:21,"테스트로 줍줍한 핀터레스트, 엔페이즈 에너지 후기","안녕하세요.

https://www.clien.net/service/board/cm_stock/16104511CLIEN

4월 29일에 글 썼던 테스트 후기 입니다.


핀터레스트, 엔페이즈 에너지가 4월 28일인가 29일 떡락했던 날이었습니다.

둘 다 실적은 좋은데 미래 가이던스가 나쁘다고 떡락했었는데

아마 그날 둘 다 -10% 이상씩 빠졌을겁니다.

핀터레스트는 $77 -> $66 로

엔페이즈에너지는 $171 -> $146 으로


그래서 보통 국장에서는 늘 그런건 아닙니다만, 개잡주도 아니고 코스피 200 급의 종목들은 하루 -10% 씩 빠지는 경우도 거의 없지만

만약 혹시 그렇다고 하면 과도한 매도로 인해서 반등이 나오는 경우가 많기 때문에

미장도 그런가? 해서 테스트로 매수해봤었는데요.


금액은 크지 않았습니다.

핀터레스트는 50개, 대충 3000불

엔페이즈 에너지는 30개, 대충 4500불

그정도 매수해봤었는데요.


핀터레스트 PINS 는 매수가격이 $66.44 였고, 

엔페이즈에너지 ENPH 는 매수가격이 $146.67 이었습니다.

아마 LOC 로 매수했을겁니다.

LOC 매수 방법 : https://www.clien.net/service/board/cm_stock/15915770CLIEN


그리고 나서 주가 추이를 보면




파란색일때가 제가 매수했을때였고, 좀 더 빠졌다가 올라오더니 지금은 양전한 상태입니다.

대충 45일 정도 걸렸네요. 물론 거래일 기준으론 30일 정도로 줄긴 하겠습니다만, 어쨌든 빠졌다가 결국 올라왔습니다.




엔페이즈 에너지도 비슷합니다.

빨간색일때가 제가 매수했을때였고, 좀 더 빠졌다가 지금은 양전한 상태입니다.



결론적으로 PINS, ENPH 두 사례를 보면서 느낀건데

실적이 있고, 정상적인 기업은 떡락해도 올라오긴 하더라~

하지만 미국은 국장에 비해서 과도하게 빠졌다고 해서 기술적 혹은 기계적 반등이 오진 않더라~


물론 케이스가 너무 적어서 통계적으로 활용하기엔 의미는 없겠습니다만

앞으로는 찜해놓고 보던 종목들이 과도하게 빠진다면 바로 매수할게 아니라

좀 더 지켜보면서 매수 타이밍을 잡아야 되겠다~ 라고 생각해 봅니다.


완벽한 저점에서 잡을 순 없겠지만, 그래도 좀 더 좋은 포지션으로 매수가 가능하다면

안정적으로 수익을 낼 수도 있겠다라는 생각이 들었습니다.


물론 그 전제에는 매년 실적을 BEAT 할 수 있는 좋은 기업일 경우라는 전제가 필요하겠습니다.

잡글입니다.

감사합니다."
138,잡담,2021-06-15 14:49:36,주식과 해외여행의 비슷함?,"안녕하세요.

제가 예전에 사용기 게시판에 '해외 여행 재미있게 즐기는 법' 이라는 글을 올린적이 있습니다.

https://www.clien.net/service/board/use/12469085CLIEN

해당 글에서 해외 여행을 재미있게 즐기는 법은 여러가지가 있지만, 제 개인적으로 가장 중요하게 생각하는 점은

1. 마인드 항목을 꼽습니다.

즉 정신승리입니다.



내가 먹고 있는 식당이 맛집이고,

맛이 조금 안맞더라도 이 지역의 맛은 이런가보다,

내가 묵는 호텔이 잘 고른 호텔이고 등등등


해외여행은 어짜피 내가 살았던 지역도 아니고, 말도 안통하며, 처음보는게 많기 때문에 여러가지로 따지다보면

내가 사는 곳보다 불편할 수 밖에 없습니다.

교통도 불편할 수 있고, 음식 맛도 불편할 수 있으며, 날씨도 불편할 수 있고, 사람들과의 관계나 의사소통에서도 불편할 수 있죠.


그 모든것들을 즐거움으로 승화시키긴 쉽지 않겠습니다만, 그냥 정신승리하면서

맛 없으면 다음에 맛있는 식당 가지 뭐, 혹은 여행이 썩 재미없었다면 다음에 다시 오지 뭐

이런식으로 정신승리하는게 여행을 재미있게 즐길 수 있는 첫번째 항목이라고 생각합니다.


주식도 비슷합니다.

누구나 돈을 벌고 싶어하고, 누구나 수익을 내고 싶어하죠.

그게 단타든, 중타든, 장타든 뭐든 간에 말이죠.


수 없이 많은 뉴스들과 수 없이 많은 종목들, 그 가운데서 우리는 선택해야 하죠.

매수도 선택해야 하고, 매수한 종목들을 손절할지, 익절할지도 선택해야 합니다.


아~ 이때 샀어야 되는데 

혹은

아~ 이때 팔았어야 되는데


누구나 이런 생각을 할겁니다.

그리고 그 과정에서 스트레스를 심하게 받는 분들이 있을거고, 적당하게 받는 분들, 적게 받는 분들 등등

다양한 멘탈의 붕괴 과정을 겪을겁니다.



하지만 주식은 로또가 아닙니다.

한방으로 인생 역전할 생각을 하지 말고, 해외 여행 처럼 정신 승리하면서

즉, 멘탈 케어하면서 롱텀으로 끌고가는게 중요합니다.


어떤 뉴스나 컨텐츠를 보더라도 허겁지겁 달려들어서 매수/매도 할게 아니라

한발자국 약간 떨어져서 그런가? 그럴 수도 있겠네? 구라아님? 등등의 생각을 하면서

해당 뉴스나 컨텐츠로부터 나의 매수/매도 결정을 한템포 늦추는게 좋다고 봅니다.


내가 선택한 종목이 작전주나 개잡주가 아닌 이상 결국엔 100% 는 아니더라도 

각종 찌라시나 뉴스, 컨텐츠보다는 펀더멘탈의 영향을 더 많이 받을것이고

그러면 주가는 결국 제자리를 찾을겁니다.


물론, 그 선택의 타이밍을 한발자국 떨어져서 템포가 늦어져 시간이라는 기회비용을 좀 더 잃을 수도 있는데

한발자국 앞으로 다가선다고 선택할때마다 늘 옳은 선택을 할 수 있는것도 아니기 때문에


개인적으로는 항상 한템포 느리게 다가서는게 좋다고 봅니다.

먹더라도 약간 덜 먹고

손실을 보더라도 약간 덜 손실을 보고


트레이딩 하는 타이밍도 그렇습니다.

가급적 장 초반에 트레이딩 하는것 보다는 장 중후반에 트레이딩을 하고,

미장이라면 가급적 프리장에서는 트레이딩 하지 않고 (특히 매수, 반대로 프리장 매도는 괜찮다고 봅니다), 본장 새벽 3시 이후에 트레이딩하고

그 과정에서 나의 멘탈은 최대한 보존하고
 

누군가는 멘탈도 괴롭지만 연 30% 의 수익을 보겠다라면

저라면 멘탈은 편안하면서 연 10% 의 수익을 보겠다라는 쪽입니다.

물론 멘탈도 편안하면서 연 30% 의 수익을 볼 수 있다! 라면 그게 베스트고, 그대로 하시면 되겠습니다 ㅎㅎㅎ


결국 선택은 개인마다 다를 것입니다만, 

저는 항상 여유롭게, 한템포 느리게, 너무 몰입하지 않고 투자 활동을 했으면 합니다.

내 삶을 최대한 유지하면서 말이죠.

개인적인 잡글입니다.

감사합니다."
139,잡담,2021-06-15 13:22:35,올해 초 LG디스플레이 잠시 샀다가 바로 튄 경험담 및 이유,"LG디스플레이 주식으로 올해 1월 쯤에 잠시 담궜다가... 
쬐금 익절하자 마자 바로 도망 나온 경험이 있었습니다.

그 배경이....
올해 1월 LG전자가 롤러블 핸드폰 발표하는 영상보고 ...
이건 혁신이다!!  LG전자에 납품하는 LG 디스플레이는 떡상할 거야! 
하는 생각으로 들어갔는데
알고 보니 롤러블 디스플레이 부품은 중국 BOE 제품이더라구요...ㅡㅡㅋ
(정말 이 때의 충격은 잊을 수가 없음.. 중국이 이 정도로 디스플레이 기술을 따라잡다니..)

얼마나 LG디스플레이 가격 경쟁력이 떨어지면
같은 계열사 디스플레이를 안 쓰고 중국 제품을 쓸 가 생각해보니 
등골이 서늘해 지면서 답이 안 나와 바로 튀었습니다. ㄷ

물론 애플이 롤러블 디스플레이 쓰게 되면서 LG디스플레이 쓴다고 하면 LG 주가가 엄청 올라가겠지만
애플이 LG독점으로 디스플레이 공급 받을 리도 없고.. 
다른 스마트폰 완제품 업체 중... 애플 외에 LG디스플레이의 롤러블 디스플레이를 쓰는 곳이 별로 없을 것 같다는 생각이 들더라구요
그러다 보니 차라리 애플 주식을 사는게 더 좋지 않나 하는 생각도 들던....

그리고, 전에 LG에서 1억짜리 롤러블 TV를 판매한 적이 있는데 
이 제품이 10대도 안 팔렸다는 뉴스를 본 적이 있습니다.

이유를 생각해 보면.. 휴대용품일 경우 롤러블이 유용하지만
굳이 집에 두고 쓰는 TV가 비싼 롤러블 제품일 필요는 없으니 인기가 없지 않나 하는 생각이 들더라구요..

요즘 들어 중국의 기술 추격이 점점 무서워 지는 것 같습니다..
특히 LCD는 이미 중국이 세계 시장 점유율을 다 차지하고 있고..
OLED도 중국이 이미 많이 추격한...ㅠ

그래서 저의 결론 (이건 그냥 넘겨 보셔도 됨)
1. 중국은 이미 디스플레이 기술에서 한국을 많이 추격하였으며, 가격은 훨씬 저렴함
2. TV나 모니터는 장사가 잘 안되니.. LG디스플레이는 더더욱 스마트폰 완제품 업체에 의존할 수 밖에 없음
3. 하지만 중국의 제품이 LG 디스플레이 제품과 크게 차이 나지 않는 현실에서, LG디스플레이는 가격 결정권이 없이 스마트폰 완제품 업체에 끌려다녀야 함
4. 결국 LG디스플레이 주가가 크게 오를 거 같지는 않음... 
5. 롤러블 디스플레이를 이용한 애플의 혁신적인 제품이 나온다면.. 애플 주식이 떡상할 거 같으니 차라리 애플 주식을 사는건 어떨가 함.."
140,잡담,2021-06-15 12:54:39,재미로 1.2만원에 33주 산 주식이 재미있어지네요,"300원대 중반에 오전장에 사놨더니
계속 오르네요 헐 
외삼촌도 이런게 돈이 될꺼야를 연발하시길래
70만원 지러셨네요
ㅋㅋ
2.1%수익이 나고있습니다

카카오는 대박을 치는군요
오전에 너무 빠진다 싶어 뺄까말까 고민하는 찰라에 손님들 오셔서 기름짜고 나니 다시 원복됐네요
20만원 가좌아아아아아"
141,질문,2021-06-15 12:34:36,최근 바뀐 투자자로서의 마인드 (주린이의 생각입니다),"예전에는 투자를 내가 아주 심도있게 고민해서 하는 투자를 진행했는데요.
> 심도있게 고민하는게 틀린건 아니나, 내돈 들어가는 것이다 보니 좀 매우 깊게 고민했습니다.

이렇게 되니 투자 판단에 대한 스트레스가 상당했습니다. (심도 있는 공부와, 혹시 살펴보지 못한 항목이 있는지에 대한 거듭된 판단, 이러니 업무에 100% 집중이 어려웠습니다.)

하여서 아래와 같이 생각을 바꿨는데요.

1. 회사일을 열심히해서 이상을 실현시키는 얼리게이머1
2. 공격적인 투자를 즐겨하는 얼리게이머2 (미국주식)
3. 안정 지향의 배당 투자와 저축을 즐겨하는 얼리게이머3 (미국주식+저축은행)
4. 주말에 충분한 휴식을 취하는 얼리게이머4 (테슬라 모델3)

이렇게 스스로 마인드를 분리시켜서 생각을 칸막이로 나누니 상당히 편안해지는 것을 느꼈습니다.
신경을 여러가지고 안써도 되는 것이 너무 좋았고, 각 항목에 대한 퍼포먼스가 상당히 올라가는 것을 느꼈고요.
(좋게 말하면 마인드 컨트롤/나쁘게 말하면 자아분열?)

최근에는 1,2,4번과 더불어 3번을 고민중입니다.
아직 시드자체가 제가 만족할만한 수준으로 올라오려면 한참멀어서 2번을 주로하고 3번은 자산의 1/10수준으로 조금씩 발만 담궈보려합니다. ㅎㅎ

혹시 다른 분들은 어떤 멘탈 케어 방법을 쓰시나요?
결국 정줄을 얼마나 잘 쥐어잡는지가 승리의 길인 것 같아 의견좀 여쭙고자 합니다."
142,질문,2021-06-15 11:50:02,lg디스플레이 잘 들 버티고 계십니까?,"수급이 완전히 깨져서 외인 기관 양매도를 개인이 계속 받아내고는 있는데...
공매도도 줄지 않고 매일 거래비중의 15%이상이 유지되고 있네요.
오히려 이 정도 낙폭으로 버티는게 신기할 정도입니다.

3만원 이상은 가야 할 주식이라고 생각하고 있는데...
생각과는 반대로 이익이 매일 까지니 슬슬 신경이 쓰이기 시작하네요.
2분기 실적이 나오면 좀 나아지려나...lg디플 주주분들 힘내셔요..."
